site,safra,material,ciclo,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,depth,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
maracaju,2017-2018,f,120,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,70.8
maracaju,2017-2018,t,118,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,70.7667
maracaju,2017-2018,t,118,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,70.7667
maracaju,2017-2018,b,112,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,70.0333
maracaju,2017-2018,b,112,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,70.0333
maracaju,2017-2018,c,115,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,69.9333
maracaju,2017-2018,c,115,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,69.9333
maracaju,2017-2018,b,120,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,69.9
maracaju,2017-2018,b,120,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,69.9
maracaju,2017-2018,a,123,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,69.5333
maracaju,2017-2018,a,123,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,69.5333
maracaju,2017-2018,b,124,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,69.0667
maracaju,2017-2018,b,124,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,69.0667
maracaju,2017-2018,c,117,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,68.7333
maracaju,2017-2018,c,117,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,68.7333
maracaju,2017-2018,n,120,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,71.6667
maracaju,2017-2018,n,120,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,71.6667
maracaju,2017-2018,b,123,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,71.6333
maracaju,2017-2018,b,123,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,71.6333
maracaju,2017-2018,b,114,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,71.3333
maracaju,2017-2018,b,114,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,71.3333
maracaju,2017-2018,x,118,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,71.3333
maracaju,2017-2018,x,118,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,71.3333
maracaju,2017-2018,n,118,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,71.1333
maracaju,2017-2018,n,118,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,71.1333
maracaju,2017-2018,f,116,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,68.6
maracaju,2017-2018,f,116,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,68.6
maracaju,2017-2018,c,120,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,68.1333
maracaju,2017-2018,c,120,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,68.1333
maracaju,2017-2018,b,116,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,68.0667
maracaju,2017-2018,b,116,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,68.0667
maracaju,2017-2018,b,119,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,66.7
maracaju,2017-2018,b,119,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,66.7
maracaju,2017-2018,b,119,3,0,1,0,0,1,0,1,0,0,0,1,20-40,5.4,6.1,19.1,0.4,52.88,0.11,5.5,1.2,0,3.1,6.9,10,68.8,14.7,0.5,0.21,5.4,65.7,21.2,4.5,1.1,55.3,12.4,31.2,0,54.9,66.3
maracaju,2017-2018,b,119,3,0,1,0,0,1,0,1,0,0,0,1,00-20,5.4,6.1,32.5,9.8,11.67,0.35,7.6,1.7,0,3.7,9.6,13.4,72.2,8.9,1.7,0.62,5.8,127.4,20.7,4.4,2.6,56.7,12.9,27.7,0,48.9,66.3
naviraí,2010-2011,t,115,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,67.2
naviraí,2010-2011,t,115,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,67.2
naviraí,2010-2011,n,115,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,51.6
naviraí,2010-2011,n,115,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,51.6
naviraí,2010-2011,c,106,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,76.8
naviraí,2010-2011,c,106,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,76.8
naviraí,2010-2011,f,128,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,56.4
naviraí,2010-2011,f,128,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,56.4
naviraí,2010-2011,b,116,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,66.2
naviraí,2010-2011,b,116,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,66.2
naviraí,2010-2011,f,116,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,51.3
naviraí,2010-2011,f,116,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,51.3
naviraí,2010-2011,b,126,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,76
naviraí,2010-2011,b,126,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,76
naviraí,2010-2011,b,118,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,75.4
naviraí,2010-2011,b,118,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,75.4
naviraí,2010-2011,b,141,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,60.9
naviraí,2010-2011,b,141,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,60.9
naviraí,2010-2011,t,110,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,59.1
naviraí,2010-2011,t,110,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,59.1
naviraí,2010-2011,f,124,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,52.3
naviraí,2010-2011,f,124,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,52.3
naviraí,2010-2011,5,130,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,52.7
naviraí,2010-2011,5,130,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,52.7
naviraí,2010-2011,b,104,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,58.1
naviraí,2010-2011,b,104,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,58.1
naviraí,2010-2011,n,103,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,62.6
naviraí,2010-2011,n,103,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,62.6
naviraí,2010-2011,f,158,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,59.9
naviraí,2010-2011,f,158,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,59.9
naviraí,2010-2011,c,133,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,49.1
naviraí,2010-2011,c,133,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,49.1
naviraí,2010-2011,t,106,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,61.9
naviraí,2010-2011,t,106,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,61.9
naviraí,2010-2011,b,138,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,48.2
naviraí,2010-2011,b,138,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,48.2
naviraí,2010-2011,f,149,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,63.9
naviraí,2010-2011,f,149,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,63.9
naviraí,2010-2011,m,151,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,59.9
naviraí,2010-2011,m,151,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,59.9
naviraí,2010-2011,i,126,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,53.8
naviraí,2010-2011,i,126,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,53.8
naviraí,2010-2011,b,103,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,51.4
naviraí,2010-2011,b,103,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,51.4
naviraí,2010-2011,r,112,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,57.1
naviraí,2010-2011,r,112,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,57.1
naviraí,2010-2011,b,100,3,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,53.9
naviraí,2010-2011,b,100,3,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,53.9
naviraí,2010-2011,t,128,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,66
naviraí,2010-2011,t,128,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,66
naviraí,2010-2011,v,115,2,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,70.4
naviraí,2010-2011,v,115,2,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,70.4
naviraí,2010-2011,n,98,4,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,63.3
naviraí,2010-2011,n,98,4,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,63.3
naviraí,2010-2011,b,129,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,59.9
naviraí,2010-2011,b,129,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,59.9
naviraí,2010-2011,f,122,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,55.3
naviraí,2010-2011,f,122,1,0,0,1,1,0,0,1,0,1,0,0,20-40,5.18,5.81,17,3.67,52.88,0.09,1.05,0.7,0,1.93,1.84,3.77,48.81,4.21,3.8,0.55,0.7,61.8,58.3,1.71,1.8,34.77,11.68,49.1,0,16.2,55.3
naviraí,2010-2011,m,123,1,0,0,1,1,0,0,1,0,1,0,0,00-20,6.07,6.7,18,30.61,3.8,0.15,2.1,1.05,0,1.49,3.3,4.79,68.89,3.52,3.3,0.63,0.58,101.3,118.3,1.9,2.8,48.41,18.57,31.2,0,15,55.3
