material,site,ciclo,safra,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
te,bonito,114,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,46.3
ns,bonito,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,45.8
m6,bonito,108,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,45.4
tm,bonito,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,44.3
te,bonito,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,44.3
tm,bonito,106,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.8
br,bonito,115,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.8
gn,bonito,100,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.7
sy,bonito,100,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.5
br,bonito,113,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.1
sy,bonito,114,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,40.1
vt,bonito,108,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,40.1
tm,bonito,98,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,38
gm,bonito,104.5,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,73.3
fp,maracaju,118,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,54.1
br,bonito,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,61.4
sy,bonito,104,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,60
br,bonito,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,59
br,bonito,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,58.9
in,bonito,96,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,58.1
sy,bonito,96,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,57.1
te,bonito,95,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,55.6
sy,bonito,108,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,55.5
gn,naviraí,104,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,81.1
ns,bonito,100,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,50.9
ns,caarapó,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,65.3
sy,caarapó,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,65
cd,caarapó,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,64.2
cd,caarapó,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,64
br,sãogabrieldooeste,97,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,92.2
rk,caarapó,97,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,61.4
ns,caarapó,95,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,60.7
br,caarapó,106,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,59.9
gn,caarapó,106,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,58.3
na,antôniojoão,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,63.2
cd,antôniojoão,101,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,63.2
ns,antôniojoão,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,63.1
pr,caarapó,95,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,53.8
fp,antôniojoão,98,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,62.6
cs,sãogabrieldooeste,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,71.5
in,caarapó,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,50.9
rk,caarapó,100,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,49.9
tm,caarapó,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,49.9
cd,antôniojoão,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,60.7
cd,antôniojoão,96,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,60.3
rk,caarapó,95,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,46.4
5g,antôniojoão,97,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,56.5
m6,riobrilhante,95,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,66.2
gn,caarapó,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,59.1
sy,dourados,92,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,30.8
br,caarapó,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.3
ns,caarapó,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.3
in,caarapó,95,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.2
bs,caarapó,108,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,56.1
br,riobrilhante,99,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,61.5
te,caarapó,97,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.4
cd,bonito,113,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,51.4
gn,caarapó,95,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,48.9
cd,dourados,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,24
cd,riobrilhante,93,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.4
br,campogrande,110,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,82.6
m6,campogrande,92,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,82.4
sy,campogrande,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,79
dm,campogrande,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,76.8
ns,riobrilhante,96,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,47.2
tm,riobrilhante,101,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,44.9
gm,campogrande,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,75.3
te,campogrande,93,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,72.2
sy,campogrande,97,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,71.9
gn,riobrilhante,93,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.4
br,bonito,109,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,60.2
gn,riobrilhante,91,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.7
sy,riobrilhante,94,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,56.9
cd,campogrande,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,68.8
tm,riobrilhante,103,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.9
tm,campogrande,112,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,67.9
na,riobrilhante,110,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.3
fp,riobrilhante,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,54.6
tm,riobrilhante,106,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,52.8
ns,amambai,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,33.8
br,riobrilhante,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,51.7
ns,riobrilhante,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,45.2
br,riobrilhante,110,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,61.8
te,dourados,113,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,42.6
cd,riobrilhante,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.5
ns,riobrilhante,112,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.7
m6,dourados,95,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,40.9
cd,dourados,111,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,39.7
gn,riobrilhante,112,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,54.6
tm,riobrilhante,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,53.3
rk,dourados,111,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,39.4
gm,riobrilhante,109,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,47.2
tm,dourados,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,37.4
gn,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,37.3
bs,dourados,111,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,37.3
in,dourados,115,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,36.6
st,dourados,120,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,35.8
fp,sãogabrieldooeste,140,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,76.2
cd,dourados,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,35.4
ns,sãogabrieldooeste,124,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,75.7
cd,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,35.4
br,dourados,113,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,34.8
bs,dourados,106,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,34.7
te,maracaju,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,53.6
br,maracaju,113,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,53
cd,maracaju,126,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,52
pr,dourados,106,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,33.2
br,antôniojoão,116,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,61.3
br,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,30.7
gm,sãogabrieldooeste,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,65.7
5g,dourados,104,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,18.4
br,antôniojoão,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,59.9
sy,dourados,105,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,33.6
fp,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,33.4
br,amambai,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,66
vt,amambai,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,64.5
m6,dourados,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,32
br,dourados,109,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,31.6
bs,maracaju,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,42.8
tm,dourados,114,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,30.2
dm,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,30
br,dourados,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,28
fp,dourados,118,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,26.1
gn,dourados,122,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,25.6
te,dourados,113,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,25.4
gn,dourados,109,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,24.3
in,dourados,104,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,23.6
pr,dourados,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,21.8
ns,amambai,118,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,49.7
tm,amambai,110,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,47.9
cd,amambai,112,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,47.6
sy,maracaju,119,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,56.2
te,riobrilhante,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,60.3
ns,campogrande,109,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,72.3
tm,amambai,120,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,45.4
sy,campogrande,106,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,70.2
cd,amambai,123,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,43.2
cd,amambai,115,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,42.7
gm,amambai,140,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,40.6
gn,amambai,106,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,40.2
ns,amambai,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,37.2
gm,naviraí,118,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,44.2
sy,amambai,121,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,71.3
ns,amambai,109,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,69.6
sy,amambai,112,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,68
ns,riobrilhante,115,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,60.9
gm,sidrolândia,108,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,53.2
rk,maracaju,118,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,53
cd,riobrilhante,120,2014-2015,1,0,0,1,0,1,0,0,1,0,1,0,51.3
rk,maracaju,108,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,52.2
m6,antôniojoão,112,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,73.9
gn,antôniojoão,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,69.8
sy,maracaju,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,41.7
gm,maracaju,112,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,40.9
cd,maracaju,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57
cd,caarapó,108,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59.8
sy,maracaju,108,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.9
br,antôniojoão,114,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,62.7
fp,antôniojoão,104,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,62.6
m6,maracaju,112,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,53.8
cd,maracaju,107,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,53.6
br,maracaju,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,51.6
tm,dourados,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,34.1
tm,antôniojoão,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59.4
fp,antôniojoão,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59.1
gn,maracaju,100,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,45.8
br,antôniojoão,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.1
5d,maracaju,107,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,45.3
pr,sãogabrieldooeste,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,76.2
bs,maracaju,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,42.3
sy,maracaju,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,41.8
cd,bonito,108,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59.7
cd,bonito,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57.1
ns,bonito,104,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.7
in,bonito,98,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.2
br,bonito,103,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,55.8
sy,maracaju,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,38.2
tm,maracaju,103,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,63.8
vt,riobrilhante,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.9
fp,maracaju,107,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,60.1
cd,maracaju,98,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59.3
tm,maracaju,103,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,59
sy,maracaju,95,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.8
pr,maracaju,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.4
br,maracaju,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.4
in,maracaju,99,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.3
fp,maracaju,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.2
gn,maracaju,99,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.1
5d,maracaju,92,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.9
sy,maracaju,97,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.5
br,campogrande,101,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,74.8
5d,maracaju,99,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.1
dm,maracaju,93,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,55.3
pr,maracaju,97,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,55.2
te,sidrolândia,93,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,63.6
gn,bonito,96,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57.3
br,riobrilhante,97,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,54.6
vt,maracaju,90,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57.3
ns,riobrilhante,97,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,45.1
sy,riobrilhante,101,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,60.8
br,riobrilhante,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,59.4
cd,naviraí,103,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,79.7
gn,naviraí,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,77.9
in,naviraí,96,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,77.8
sy,maracaju,99,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,52.9
gn,riobrilhante,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,50
sy,sãogabrieldooeste,101,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,79.4
te,caarapó,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,56.8
br,caarapó,105,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.9
gn,caarapó,99,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.8
te,caarapó,125,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,54.8
br,caarapó,99,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,51.9
fp,caarapó,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,50.2
sy,caarapó,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,49.5
ns,caarapó,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,46.2
gm,naviraí,106,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,31.4
br,caarapó,104,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,60.9
br,riobrilhante,94,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,66.1
sy,caarapó,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,59.6
pr,caarapó,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.7
fp,caarapó,103,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.5
cs,dourados,101,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,30.6
dm,caarapó,98,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58.2
fp,caarapó,95,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,58
cd,caarapó,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,57.4
br,dourados,97,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,27.6
vt,caarapó,102,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,56.4
cd,riobrilhante,99,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,61.6
gn,sãogabrieldooeste,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,71.9
br,caarapó,105,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,55.3
te,caarapó,105,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,53.4
gm,riobrilhante,103,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,60.7
gn,riobrilhante,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,59.8
sy,caarapó,97,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,52.7
vt,sãogabrieldooeste,96,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,69
m7,sãogabrieldooeste,100,2014-2015,4,0,0,1,0,1,0,0,1,0,1,0,68.5
gm,caarapó,109,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,48.2
ns,caarapó,108,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,47
fp,riobrilhante,104,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,55.5
na,sãogabrieldooeste,97,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,62.3
m6,campogrande,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,80.5
gm,riobrilhante,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,49.3
ns,campogrande,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,78.4
cd,sãogabrieldooeste,112,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,56
ns,riobrilhante,115,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,66.6
ns,sãogabrieldooeste,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,53.8
ns,sidrolândia,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,73.9
in,riobrilhante,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,61.7
m6,riobrilhante,108,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,61.4
cd,riobrilhante,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,59.9
sy,campogrande,107,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,70.9
gn,sidrolândia,102,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,66.4
sy,riobrilhante,115,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.1
gn,amambai,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,43.5
br,riobrilhante,100,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57.2
sy,campogrande,100,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,69
br,riobrilhante,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.8
fp,riobrilhante,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.1
cd,sidrolândia,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,61.5
br,sidrolândia,115,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,61.1
vt,sidrolândia,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,61
te,riobrilhante,112,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,52.7
ns,riobrilhante,110,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,51.9
do,riobrilhante,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,51.4
cd,sidrolândia,121,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57.3
te,riobrilhante,114,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,58.8
sy,sidrolândia,114,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,56.5
tm,riobrilhante,112.5,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,57
m6,dourados,106,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,40.7
5d,sidrolândia,119,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,53.8
ns,riobrilhante,123,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,52.9
cd,maracaju,103,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,52.3
te,dourados,105,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,39
gm,maracaju,109,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,50.8
cs,maracaju,99,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,50
br,sãogabrieldooeste,113,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,77.8
ns,sãogabrieldooeste,111,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,76.7
br,sãogabrieldooeste,103,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,76
gm,sãogabrieldooeste,108,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,75.5
cd,maracaju,99,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,53.9
gn,sãogabrieldooeste,98,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,72.5
as,maracaju,133,2014-2015,3,0,0,1,0,1,0,0,1,0,1,0,50
in,maracaju,108,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,49.8
st,sãogabrieldooeste,107,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,77.6
cd,sãogabrieldooeste,106,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,76.2
tm,maracaju,109,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,45.7
cs,dourados,112,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,32
te,sãogabrieldooeste,111,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,75.4
ns,dourados,110,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,30.6
ce,sãogabrieldooeste,105,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,75.6
in,sãogabrieldooeste,104,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,74.6
br,sãogabrieldooeste,115,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,73.9
na,dourados,103,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,27.5
gm,sãogabrieldooeste,110,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,71.4
br,sãogabrieldooeste,113,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,71
pr,dourados,105,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,25.3
na,sãogabrieldooeste,105,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,70
br,sãogabrieldooeste,110,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,68.5
ns,dourados,117,2014-2015,A,0,0,1,0,1,0,0,1,0,1,0,22.9
m6,sãogabrieldooeste,111,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,63.1
rk,sãogabrieldooeste,110,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,62.5
te,sãogabrieldooeste,103,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,61.2
5g,sãogabrieldooeste,112,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,60.9
m6,maracaju,114,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,68.4
fp,sãogabrieldooeste,109,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,55.6
sy,maracaju,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,52.9
br,amambai,105,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,46.1
sy,amambai,104,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,45.5
cd,sidrolândia,102,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,66.9
ns,amambai,112,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,43.6
te,sidrolândia,101,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,65.3
br,sidrolândia,114,2014-2015,2,0,0,1,0,1,0,0,1,0,1,0,65.1
