site,material,depth,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
naviraí,fe,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,62.7
naviraí,as,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,62.6
naviraí,as,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,62.6
naviraí,su,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,50.4
naviraí,su,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,50.4
naviraí,as,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,49.6
naviraí,as,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,49.6
naviraí,as,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,65.1
naviraí,as,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,65.1
naviraí,fo,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,48.6
naviraí,fo,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,48.6
naviraí,de,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,53.4
naviraí,de,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,53.4
naviraí,2b,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,60.9
naviraí,2b,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,60.9
naviraí,rb,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,64.1
naviraí,rb,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,64.1
naviraí,nt,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,47.7
naviraí,nt,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,47.7
naviraí,mg,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,74
naviraí,mg,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,74
naviraí,30,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,59.6
naviraí,30,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,59.6
naviraí,dk,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,70
naviraí,dk,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,70
naviraí,sy,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,59.5
naviraí,sy,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,59.5
naviraí,cd,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,69.4
naviraí,cd,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,69.4
naviraí,mg,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,69.3
naviraí,mg,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,69.3
naviraí,ns,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,69.3
naviraí,ns,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,69.3
naviraí,k9,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,71.6
naviraí,k9,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,71.6
naviraí,ag,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,58.3
naviraí,ag,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,58.3
naviraí,bg,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,70.9
naviraí,bg,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,70.9
naviraí,k9,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,58
naviraí,k9,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,58
naviraí,bg,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,47.8
naviraí,bg,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,47.8
naviraí,ag,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,66.7
naviraí,ag,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,66.7
naviraí,cd,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,70.4
naviraí,cd,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,70.4
naviraí,mg,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,66.3
naviraí,mg,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,66.3
naviraí,dk,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,56.8
naviraí,dk,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,56.8
naviraí,2b,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,55.7
naviraí,2b,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,55.7
naviraí,ns,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,66.1
naviraí,ns,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,66.1
naviraí,cd,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,83.7
naviraí,cd,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,83.7
naviraí,30,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,82.3
naviraí,30,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,82.3
naviraí,ag,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,30.6
naviraí,ag,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,30.6
naviraí,nt,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,54.4
naviraí,nt,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,54.4
naviraí,ns,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,58.1
naviraí,ns,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,58.1
naviraí,dk,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,79.3
naviraí,dk,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,79.3
naviraí,ns,00-20,0,0,1,1,0,0,1,0,0,0,0,5.8,6.4,16.4,34.8,11,0.03,2.7,0.6,0,1.8,3.3,5.2,64.5,9.9,3.4,0.21,1,57,26,4.9,0.6,53,10.8,35.5,0,15.8,64.7
naviraí,ns,20-40,0,0,1,1,0,0,1,0,0,0,0,4.4,5.2,8.9,20.9,14.92,0.03,1,0.2,0.3,2.9,1.3,4.2,30.7,10,0.8,0.24,1,31.8,57.9,4.8,0.6,24.9,5.2,62.1,7.2,16,64.7
riobrilhante,bg,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,107.1
riobrilhante,bg,00-20,0,1,0,0,0,1,1,0,0,0,1,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,107.1
riobrilhante,2b,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,119.6
riobrilhante,2b,00-20,0,1,0,0,0,1,1,0,0,0,1,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,119.6
riobrilhante,pr,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,87.3
riobrilhante,pr,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,87.3
riobrilhante,p4,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,113.9
riobrilhante,p4,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,113.9
riobrilhante,as,20-40,0,0,0,0,0,0,0,0,0,0,1,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,98.1
riobrilhante,as,00-20,0,0,0,0,0,0,0,0,0,0,1,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,98.1
riobrilhante,la,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,90.1
riobrilhante,la,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,90.1
riobrilhante,st,20-40,0,0,1,0,1,0,1,0,0,1,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,93.8
riobrilhante,st,00-20,0,0,1,0,1,0,1,0,0,1,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,93.8
riobrilhante,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,115.9
riobrilhante,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,115.9
riobrilhante,zn,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,99.3
riobrilhante,zn,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,99.3
riobrilhante,dk,20-40,0,0,1,0,1,0,1,0,0,1,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,105.1
riobrilhante,dk,00-20,0,0,1,0,1,0,1,0,0,1,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,105.1
riobrilhante,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,118.7
riobrilhante,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,118.7
riobrilhante,lg,20-40,0,1,0,1,0,0,0,1,0,1,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,159.7
riobrilhante,lg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,159.7
riobrilhante,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,117
riobrilhante,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,117
riobrilhante,as,20-40,0,0,1,0,1,0,1,0,0,1,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,103.9
riobrilhante,as,00-20,0,0,1,0,1,0,1,0,0,1,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,103.9
riobrilhante,bg,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,104.6
riobrilhante,bg,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,104.6
riobrilhante,gn,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,121.3
riobrilhante,gn,00-20,0,1,0,0,0,1,1,0,0,0,1,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,121.3
riobrilhante,rb,20-40,0,0,1,1,0,0,0,1,0,0,1,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,87.1
riobrilhante,rb,00-20,0,0,1,1,0,0,0,1,0,0,1,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,87.1
riobrilhante,gn,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.5,28,3,16,0.13,2.1,0.9,0,3.6,3.1,6.7,46.5,10.3,2.62,0.27,1.5,27.4,88.26,2.3,1.9,31.2,13.4,53.5,0,39,113.6
riobrilhante,gn,00-20,0,0,1,1,0,0,1,0,1,0,0,5.3,5.8,40,15,34.43,0.3,4,1.5,0,3.3,5.8,9.1,63.7,16.9,10,0.2,9,40,112.5,2.7,3.3,44,16.5,36.3,0,68.1,113.6
